id	name	category	bag_index	max_qty	editable
wea_ser_034	Unused / unnamed Serah weapon 034	Weapons	1	99	0
wea_noe_001	Flame Fossil	Weapons	1	1	0
wea_noe_002	Howling Soul	Weapons	1	99	0
wea_noe_003	Volatile Spark	Weapons	1	99	0
wea_noe_004	Blazing Spirit	Weapons	1	99	0
wea_noe_005	Vajradanda	Weapons	1	99	0
wea_noe_006	Survivor's Edge	Weapons	1	99	0
wea_noe_007	Avenger's Edge	Weapons	1	99	0
wea_noe_008	Shellbreaker	Weapons	1	99	0
wea_noe_009	Fragarach	Weapons	1	99	0
wea_noe_010	Grasitha	Weapons	1	99	0
wea_noe_011	Rune Tooth	Weapons	1	99	0
wea_noe_012	Sargatanas	Weapons	1	99	0
wea_noe_013	Nomad's Machete	Weapons	1	99	0
wea_noe_014	Orochi	Weapons	1	99	0
wea_noe_015	Romulus & Remus	Weapons	1	99	0
wea_noe_016	Guardian's Edge	Weapons	1	99	0
wea_noe_017	Blessed Blade	Weapons	1	99	0
wea_noe_018	Sacred Cross	Weapons	1	99	0
wea_noe_019	The Tower	Weapons	1	99	0
wea_noe_020	Mac an Luin	Weapons	1	99	0
wea_noe_021	In Paradisum	Weapons	1	99	0
wea_noe_022	Odinblade	Weapons	1	1	0
wea_noe_024	Catastrophe Blade	Weapons	1	99	0
xwea_noe_025	Unused / unnamed Noel weapon 025	Weapons	1	99	0
xwea_noe_026	Unused / unnamed Noel weapon 026	Weapons	1	99	0
xwea_noe_027	Unused / unnamed Noel weapon 027	Weapons	1	99	0
wea_noe_023	Noel DLC weapon 2	Weapons	1	99	0
xwea_noe_028	Unused / unnamed Noel weapon 028	Weapons	1	99	0
xwea_noe_029	Unused / unnamed Noel weapon 029	Weapons	1	99	0
xwea_noe_030	Unused / unnamed Noel weapon 030	Weapons	1	99	0
acc_000_000	Iron Bangle	Accessories	2	99	0
acc_000_010	Delicate Iron Bangle	Accessories	2	99	0
acc_000_011	Durable Iron Bangle	Accessories	2	99	0
acc_000_001	Silver Bangle	Accessories	2	99	0
acc_000_012	Delicate Silver Bangle	Accessories	2	99	0
acc_000_013	Durable Silver Bangle	Accessories	2	99	0
acc_000_004	Gold Bangle	Accessories	2	99	0
acc_000_014	Delicate Gold Bangle	Accessories	2	99	0
acc_000_015	Durable Gold Bangle	Accessories	2	99	0
acc_000_100	Power Wristband	Accessories	2	99	0
acc_000_105	Delicate Power Wristband	Accessories	2	99	0
acc_000_106	Durable Power Wristband	Accessories	2	99	0
acc_000_101	Brawler's Wristband	Accessories	2	99	0
acc_000_107	Delicate Brawler's Wristband	Accessories	2	99	0
acc_000_108	Durable Brawler's Wristband	Accessories	2	99	0
acc_000_104	Kaiser Knuckles	Accessories	2	99	0
acc_000_109	Durable Kaiser Knuckles	Accessories	2	99	0
acc_000_200	Magician's Mark	Accessories	2	99	0
acc_000_205	Delicate Magician's Mark	Accessories	2	99	0
acc_000_206	Durable Magician's Mark	Accessories	2	99	0
acc_000_201	Shaman's Mark	Accessories	2	99	0
acc_000_207	Delicate Shaman's Mark	Accessories	2	99	0
acc_000_208	Durable Shaman's Mark	Accessories	2	99	0
acc_000_204	Magistral Crest	Accessories	2	99	0
acc_000_209	Durable Magistral Crest	Accessories	2	99	0
acc_000_300	Black Belt	Accessories	2	99	0
acc_000_303	Delicate Black Belt	Accessories	2	99	0
acc_000_304	Durable Black Belt	Accessories	2	99	0
acc_000_301	General's Belt	Accessories	2	99	0
acc_000_305	Delicate General's Belt	Accessories	2	99	0
acc_000_306	Durable General's Belt	Accessories	2	99	0
acc_000_400	Rune Bracelet	Accessories	2	99	0
acc_000_403	Delicate Rune Bracelet	Accessories	2	99	0
acc_000_404	Durable Rune Bracelet	Accessories	2	99	0
acc_000_401	Witch's Bracelet	Accessories	2	99	0
acc_000_405	Delicate Witch's Bracelet	Accessories	2	99	0
acc_000_406	Durable Witch's Bracelet	Accessories	2	99	0
acc_000_500	Royal Armlet	Accessories	2	99	0
acc_000_502	Delicate Royal Armlet	Accessories	2	99	0
acc_000_503	Durable Royal Armlet	Accessories	2	99	0
acc_001_000	Ember Ring	Accessories	2	99	0
acc_001_003	Delicate Ember Ring	Accessories	2	99	0
acc_001_004	Durable Ember Ring	Accessories	2	99	0
acc_001_001	Blaze Ring	Accessories	2	99	0
acc_001_005	Delicate Blaze Ring	Accessories	2	99	0
acc_001_006	Durable Blaze Ring	Accessories	2	99	0
acc_002_000	Frost Ring	Accessories	2	99	0
acc_002_003	Delicate Frost Ring	Accessories	2	99	0
acc_002_004	Durable Frost Ring	Accessories	2	99	0
acc_002_001	Icicle Ring	Accessories	2	99	0
acc_002_005	Delicate Icicle Ring	Accessories	2	99	0
acc_002_006	Durable Icicle Ring	Accessories	2	99	0
acc_003_000	Spark Ring	Accessories	2	99	0
acc_003_003	Delicate Spark Ring	Accessories	2	99	0
acc_003_004	Durable Spark Ring	Accessories	2	99	0
acc_003_001	Fulmen Ring	Accessories	2	99	0
acc_003_005	Delicate Fulmen Ring	Accessories	2	99	0
acc_003_006	Durable Fulmen Ring	Accessories	2	99	0
acc_005_000	Zephyr Ring	Accessories	2	99	0
acc_005_003	Delicate Zephyr Ring	Accessories	2	99	0
acc_005_004	Durable Zephyr Ring	Accessories	2	99	0
acc_005_001	Gale Ring	Accessories	2	99	0
acc_005_005	Delicate Gale Ring	Accessories	2	99	0
acc_005_006	Durable Gale Ring	Accessories	2	99	0
acc_060_000	Fire Aegis	Accessories	2	99	0
acc_060_001	Delicate Fire Aegis	Accessories	2	99	0
acc_061_000	Ice Aegis	Accessories	2	99	0
acc_061_001	Delicate Ice Aegis	Accessories	2	99	0
acc_062_000	Lightning Aegis	Accessories	2	99	0
acc_062_001	Delicate Lightning Aegis	Accessories	2	99	0
acc_063_000	Wind Aegis	Accessories	2	99	0
acc_063_001	Delicate Wind Aegis	Accessories	2	99	0
acc_007_000	Entite Ring	Accessories	2	99	0
acc_007_001	Delicate Entite Ring	Accessories	2	99	0
acc_007_002	Durable Entite Ring	Accessories	2	99	0
acc_011_000	Metal Armband	Accessories	2	99	0
acc_011_002	Delicate Metal Armband	Accessories	2	99	0
acc_011_003	Durable Metal Armband	Accessories	2	99	0
acc_012_000	Serenity Sachet	Accessories	2	99	0
acc_012_002	Delicate Serenity Sachet	Accessories	2	99	0
acc_012_003	Durable Serenity Sachet	Accessories	2	99	0
acc_014_000	Star Pendant	Accessories	2	99	0
acc_014_002	Delicate Star Pendant	Accessories	2	99	0
acc_014_003	Durable Star Pendant	Accessories	2	99	0
acc_015_000	Pearl Necklace	Accessories	2	99	0
acc_015_002	Delicate Pearl Necklace	Accessories	2	99	0
acc_015_003	Durable Pearl Necklace	Accessories	2	99	0
acc_016_000	Warding Talisman	Accessories	2	99	0
acc_016_002	Delicate Warding Talisman	Accessories	2	99	0
acc_016_003	Durable Warding Talisman	Accessories	2	99	0
acc_017_000	Pain Dampener	Accessories	2	99	0
acc_017_002	Delicate Pain Dampener	Accessories	2	99	0
acc_017_003	Durable Pain Dampener	Accessories	2	99	0
acc_018_000	White Cape	Accessories	2	99	0
acc_018_002	Delicate White Cape	Accessories	2	99	0
acc_018_003	Durable White Cape	Accessories	2	99	0
acc_021_000	Obsidian Choker	Accessories	2	99	0
acc_021_002	Delicate Obsidian Choker	Accessories	2	99	0
acc_021_003	Durable Obsidian Choker	Accessories	2	99	0
acc_023_000	Ribbon	Accessories	2	99	0
acc_023_003	Delicate Ribbon	Accessories	2	99	0
acc_025_000	Guardian Amulet	Accessories	2	99	0
acc_025_002	Delicate Guardian Amulet	Accessories	2	99	0
acc_025_003	Durable Guardian Amulet	Accessories	2	99	0
acc_026_000	Auric Amulet	Accessories	2	99	0
acc_026_002	Delicate Auric Amulet	Accessories	2	99	0
acc_026_003	Durable Auric Amulet	Accessories	2	99	0
acc_027_000	Watchman's Amulet	Accessories	2	99	0
acc_027_002	Delicate Watchman's Amulet	Accessories	2	99	0
acc_027_003	Durable Watchman's Amulet	Accessories	2	99	0
acc_028_000	Hero's Amulet	Accessories	2	99	0
acc_028_002	Delicate Hero's Amulet	Accessories	2	99	0
acc_028_003	Durable Hero's Amulet	Accessories	2	99	0
acc_029_000	Saint's Amulet	Accessories	2	99	0
acc_029_002	Delicate Saint's Amulet	Accessories	2	99	0
acc_029_003	Durable Saint's Amulet	Accessories	2	99	0
acc_035_000	Zealot's Amulet	Accessories	2	99	0
acc_035_002	Delicate Zealot's Amulet	Accessories	2	99	0
acc_035_003	Durable Zealot's Amulet	Accessories	2	99	0
acc_030_000	Hermes Sandals	Accessories	2	99	0
acc_030_002	Delicate Hermes Sandals	Accessories	2	99	0
acc_030_003	Durable Hermes Sandals	Accessories	2	99	0
acc_039_000	Collector Catalog	Accessories	2	99	0
acc_039_002	Delicate Collector Catalog	Accessories	2	99	0
acc_039_003	Durable Collector Catalog	Accessories	2	99	0
acc_055_000	Sniper's Eye	Accessories	2	99	0
acc_055_001	Delicate Sniper's Eye	Accessories	2	99	0
acc_055_002	Durable Sniper's Eye	Accessories	2	99	0
acc_056_000	Twist Headband	Accessories	2	99	0
acc_056_001	Delicate Twist Headband	Accessories	2	99	0
acc_056_002	Durable Twist Headband	Accessories	2	99	0
acc_057_000	Bloodguard	Accessories	2	99	0
acc_057_001	Delicate Bloodguard	Accessories	2	99	0
acc_057_002	Durable Bloodguard	Accessories	2	99	0
acc_058_000	Hypnocrown	Accessories	2	99	0
acc_058_001	Delicate Hypnocrown	Accessories	2	99	0
acc_058_002	Durable Hypnocrown	Accessories	2	99	0
acc_059_000	Grimoire Hat	Accessories	2	99	0
acc_059_001	Durable Grimoire Hat	Accessories	2	99	0
acc_064_000	Martyr's Badge	Accessories	2	99	0
acc_065_000	Martyr's Emblem	Accessories	2	99	0
acc_066_000	Berserker's Ruby	Accessories	2	99	0
acc_067_000	Blaster's Sapphire	Accessories	2	99	0
acc_068_000	Defender's Topaz	Accessories	2	99	0
acc_069_000	Impeder's Opal	Accessories	2	99	0
acc_070_000	Supporter's Amethyst	Accessories	2	99	0
acc_071_000	Healer's Emerald	Accessories	2	99	0
acc_075_000	Stiltzkin's Diary	Accessories	2	99	0
acc_075_001	Durable Stiltzkin's Diary	Accessories	2	99	0
acc_076_000	Diva's Microphone	Accessories	2	99	0
acc_076_001	Delicate Diva's Microphone	Accessories	2	99	0
acc_077_000	Diva's Headphones	Accessories	2	99	0
acc_077_001	Delicate Diva's Headphones	Accessories	2	99	0
acc_078_000	Goddess's Bangle	Accessories	2	99	0
acc_078_001	Delicate Goddess's Bangle	Accessories	2	99	0
acc_079_000	Goddess's Earring	Accessories	2	99	0
acc_079_001	Delicate Goddess's Earring	Accessories	2	99	0
acc_080_000	Genji Glove	Accessories	2	99	0
acc_081_000	Genji Shield	Accessories	2	99	0
material_m000	Begrimed Claw	Components / materials	3	99	1
material_m001	Bestial Claw	Components / materials	3	99	1
material_m002	Gargantuan Claw	Components / materials	3	99	1
material_m003	Hellish Talon	Components / materials	3	99	1
material_m004	Shattered Bone	Components / materials	3	99	1
material_m005	Sturdy Bone	Components / materials	3	99	1
material_m006	Otherworldly Bone	Components / materials	3	99	1
material_m007	Ancient Bone	Components / materials	3	99	1
material_m009	Moistened Scale	Components / materials	3	99	1
material_m010	Seapetal Scale	Components / materials	3	99	1
material_m011	Abyssal Scale	Components / materials	3	99	1
material_m012	Sea King's Beard	Components / materials	3	99	1
material_m013	Segmented Carapace	Components / materials	3	99	1
material_m014	Iron Shell	Components / materials	3	99	1
material_m015	Armored Shell	Components / materials	3	99	1
material_m016	Regenerating Carapace	Components / materials	3	99	1
material_m017	Chipped Fang	Components / materials	3	99	1
material_m018	Wicked Fang	Components / materials	3	99	1
material_m019	Monstrous Fang	Components / materials	3	99	1
material_m020	Sinister Fang	Components / materials	3	99	1
material_m021	Severed Wing	Components / materials	3	99	1
material_m022	Scaled Wing	Components / materials	3	99	1
material_m023	Abominable Wing	Components / materials	3	99	1
material_m024	Menacing Wings	Components / materials	3	99	1
material_m025	Molted Tail	Components / materials	3	99	1
material_m026	Barbed Tail	Components / materials	3	99	1
material_m027	Diabolic Tail	Components / materials	3	99	1
material_m028	Entrancing Tail	Components / materials	3	99	1
material_m029	Torn Leather	Components / materials	3	99	1
material_m030	Thickened Hide	Components / materials	3	99	1
material_m031	Smooth Hide	Components / materials	3	99	1
material_m032	Supple Leather	Components / materials	3	99	1
material_m049	Fractured Horn	Components / materials	3	99	1
material_m050	Spined Horn	Components / materials	3	99	1
material_m051	Fiendish Horn	Components / materials	3	99	1
material_m052	Infernal Horn	Components / materials	3	99	1
material_m061	Chocobo Plume	Components / materials	3	99	1
material_m062	Chocobo Tail Feather	Components / materials	3	99	1
material_m053	Strange Fluid	Components / materials	3	99	1
material_m054	Enigmatic Fluid	Components / materials	3	99	1
material_m055	Mysterious Fluid	Components / materials	3	99	1
material_m056	Ineffable Fluid	Components / materials	3	99	1
material_m033	Gummy Oil	Components / materials	3	99	1
material_m034	Fragrant Oil	Components / materials	3	99	1
material_m035	Medicinal Oil	Components / materials	3	99	1
material_m036	Esoteric Oil	Components / materials	3	99	1
material_m045	Murky Ooze	Components / materials	3	99	1
material_m046	Vibrant Ooze	Components / materials	3	99	1
material_m047	Transparent Ooze	Components / materials	3	99	1
material_m048	Wonder Gel	Components / materials	3	99	1
material_m068	Red Mycelium	Components / materials	3	99	1
material_m069	Blue Mycelium	Components / materials	3	99	1
material_m070	White Mycelium	Components / materials	3	99	1
material_m071	Black Mycelium	Components / materials	3	99	1
material_m064	Dawnlight Dew	Components / materials	3	99	1
material_m065	Dusklight Dew	Components / materials	3	99	1
material_m066	Gloomstalk	Components / materials	3	99	1
material_m067	Sunpetal	Components / materials	3	99	1
material_m074	Moonblossom Seed	Components / materials	3	99	1
material_m075	Starblossom Seed	Components / materials	3	99	1
material_m072	Succulent Fruit	Components / materials	3	99	1
material_m073	Malodorous Fruit	Components / materials	3	99	1
material_m063	Green Needle	Components / materials	3	99	1
material_m076	Perfume	Components / materials	3	99	1
material_m077	Pot Shard	Components / materials	3	99	1
material_m078	Fractal Pot	Components / materials	3	99	1
material_j000	Insulated Cabling	Components / materials	3	99	1
material_j001	Fiber-optic Cable	Components / materials	3	99	1
material_j002	Liquid Crystal Lens	Components / materials	3	99	1
material_j003	Ring Joint	Components / materials	3	99	1
material_j004	Epicyclic Gear	Components / materials	3	99	1
material_j005	Crankshaft	Components / materials	3	99	1
material_j006	Electrolytic Capacitor	Components / materials	3	99	1
material_j007	Flywheel	Components / materials	3	99	1
material_j008	Sprocket	Components / materials	3	99	1
material_j009	Actuator	Components / materials	3	99	1
material_j010	Spark Plug	Components / materials	3	99	1
material_j011	Iridium Plug	Components / materials	3	99	1
material_j012	Needle Valve	Components / materials	3	99	1
material_j013	Butterfly Valve	Components / materials	3	99	1
material_j014	Analog Circuit	Components / materials	3	99	1
material_j015	Digital Circuit	Components / materials	3	99	1
material_j016	Gyroscope	Components / materials	3	99	1
material_j017	Electrode	Components / materials	3	99	1
material_j018	Ceramic Armor	Components / materials	3	99	1
material_j019	Chobham Armor	Components / materials	3	99	1
material_j020	Radial Bearing	Components / materials	3	99	1
material_j021	Thrust Bearing	Components / materials	3	99	1
material_j022	Solenoid	Components / materials	3	99	1
material_j023	Mobius Coil	Components / materials	3	99	1
material_j024	Tungsten Tube	Components / materials	3	99	1
material_j025	Titanium Tube	Components / materials	3	99	1
material_j026	Passive Detector	Components / materials	3	99	1
material_j027	Active Detector	Components / materials	3	99	1
material_j028	Transformer	Components / materials	3	99	1
material_j029	Amplifier	Components / materials	3	99	1
material_j030	Carburetor	Components / materials	3	99	1
material_j031	Supercharger	Components / materials	3	99	1
material_j032	Piezoelectric Element	Components / materials	3	99	1
material_j033	Crystal Oscillator	Components / materials	3	99	1
material_j034	Paraffin Oil	Components / materials	3	99	1
material_j035	Silicone Oil	Components / materials	3	99	1
material_j036	Synthetic Muscle	Components / materials	3	99	1
material_j037	Turboprop	Components / materials	3	99	1
material_j038	Turbojet	Components / materials	3	99	1
material_j039	Tesla Turbine	Components / materials	3	99	1
material_j044	Particle Accelerator	Components / materials	3	99	1
material_j045	Ultracompact Reactor	Components / materials	3	99	1
material_m057	Cie'th Tear	Components / materials	3	99	1
material_m058	Tear of Frustration	Components / materials	3	99	1
material_m059	Tear of Remorse	Components / materials	3	99	1
material_m060	Tear of Woe	Components / materials	3	99	1
material_m041	Bomb Ashes	Components / materials	3	99	1
material_m042	Bomb Fragment	Components / materials	3	99	1
material_m043	Bomb Shell	Components / materials	3	99	1
material_m044	Bomb Core	Components / materials	3	99	1
material_j040	Polymer Emulsion	Components / materials	3	99	1
material_j041	Ferroelectric Film	Components / materials	3	99	1
material_j042	Superconductor	Components / materials	3	99	1
material_j043	Perfect Conductor	Components / materials	3	99	1
material_o000	Millerite	Components / materials	3	99	1
material_o001	Rhodochrosite	Components / materials	3	99	1
material_o002	Cobaltite	Components / materials	3	99	1
material_o003	Perovskite	Components / materials	3	99	1
material_o004	Uraninite	Components / materials	3	99	1
material_o005	Mnar Stone	Components / materials	3	99	1
material_o006	Scarletite	Components / materials	3	99	1
material_o007	Adamantite	Components / materials	3	99	1
material_o008	Dark Matter	Components / materials	3	99	1
material_o009	Trapezohedron	Components / materials	3	99	1
material_o010	Gold Dust	Components / materials	3	99	1
material_o011	Gold Nugget	Components / materials	3	99	1
material_o012	Platinum Ingot	Components / materials	3	99	1
material_b000	Gogmagog Nail	Components / materials	3	99	1
material_b001	Gogmagogite	Components / materials	3	99	1
material_b002	Chronomist	Components / materials	3	99	1
material_b003	Giant Knuckle	Components / materials	3	99	1
material_b004	Crystal Turbine	Components / materials	3	99	1
material_b005	Mutant Extract	Components / materials	3	99	1
material_b006	Ripened Flanjuice	Components / materials	3	99	1
material_b007	Faeryl Fang	Components / materials	3	99	1
opt_silver	Wild Artefact	Key items / OOPArts	4	10	1
opt_hmaa01_bj	Giant's Artefact	Key items / OOPArts	4	1	1
opt_bjaa01_gy	Eclipse Artefact	Key items / OOPArts	4	1	1
opt_bjaa02_sn	Reunion Artefact	Key items / OOPArts	4	1	1
opt_gyaa01_gw	Hollow Artefact	Key items / OOPArts	4	1	1
opt_gwca01_gh	Artefact of Origins	Key items / OOPArts	4	1	1
opt_snda02_gd	Thundering Artefact	Key items / OOPArts	4	1	1
opt_snda01_cl	Combat Artefact	Key items / OOPArts	4	1	1
opt_ghsn01_cs	Illusionary Artefact	Key items / OOPArts	4	1	1
opt_ghsn02_ac	Restoration Artefact	Key items / OOPArts	4	1	1
opt_acea01_gt	Tower Artefact	Key items / OOPArts	4	1	1
opt_gtca01_aa	Artefact of Rebirth	Key items / OOPArts	4	1	1
opt_hmha01_ac	Artefact of the Ark	Key items / OOPArts	4	1	1
opt_aaea02_sp	Vagabond Artefact	Key items / OOPArts	4	1	1
key_unk_y_opt	Mysterious Artefact	Key items / OOPArts	4	1	1
key_unk_s_opt	Mysterious Artefact	Key items / OOPArts	4	1	1
tmap_hm	Map of New Bodhum	Key items / OOPArts	4	1	1
tmap_bj	Map of the Bresha Ruins	Key items / OOPArts	4	1	1
tmap_gy	Map of the Yaschas Massif	Key items / OOPArts	4	1	1
tmap_gw	Map of Oerba	Key items / OOPArts	4	1	1
tmap_sn	Map of Sunleth Waterscape	Key items / OOPArts	4	1	1
tmap_gd	Map of the Steppe	Key items / OOPArts	4	1	1
tmap_cl	Map of the Coliseum	Key items / OOPArts	4	1	1
tmap_cs	Map of Serendipity	Key items / OOPArts	4	1	1
tmap_ac	Map of Academia	Key items / OOPArts	4	1	1
tmap_gt	Map of Augusta Tower	Key items / OOPArts	4	1	1
tmap_vp	Map of the Vile Peaks	Key items / OOPArts	4	1	1
tmap_dd	Map of a Dying World	Key items / OOPArts	4	1	1
tmap_hh	Map of New Bodhum 700 AF	Key items / OOPArts	4	1	1
tmap_af	Map of Academia 500 AF	Key items / OOPArts	4	1	1
tmap_sp	Map of the Void Beyond	Key items / OOPArts	4	1	1
key_plsstone	Eternal Crystal	Key items / OOPArts	4	1	1
key_l_knife	Lightning's Knife	Key items / OOPArts	4	1	1
key_s_neck	Snow's Necklace	Key items / OOPArts	4	1	1
key_f_kit	Medical Kit	Key items / OOPArts	4	1	1
key_acdmycom	Academy Communicator	Key items / OOPArts	4	1	1
key_c_tab	Capsule	Key items / OOPArts	4	1	1
key_a_secret	Personal Notes	Key items / OOPArts	4	1	1
key_lostcom	Army Comm Device	Key items / OOPArts	4	1	1
key_lockjail	Holding Cell Key	Key items / OOPArts	4	1	1
key_mon_data	Monster Analysis Report	Key items / OOPArts	4	1	1
key_wep_sozai	Weapon Material	Key items / OOPArts	4	1	1
key_kansoku	Old Device	Key items / OOPArts	4	1	1
key_f_message	My Buddy's Message	Key items / OOPArts	4	1	1
key_f_kioku	Recording Device	Key items / OOPArts	4	1	1
key_f_colonel	Commander's Report	Key items / OOPArts	4	1	1
key_sone_info	Thorne's Information	Key items / OOPArts	4	1	1
key_yukimi	Silver Petal	Key items / OOPArts	4	1	1
key_tissue	Toilet Paper Coupon	Key items / OOPArts	4	1	1
key_behi_fang	Behemoth Fang	Key items / OOPArts	4	1	1
key_miss_watch	Outdoor Watch	Key items / OOPArts	4	1	1
key_search_pow	Old Battery	Key items / OOPArts	4	1	1
key_miss_art	Tablet of Paddra	Key items / OOPArts	4	1	1
key_black_ystn	Onyx Crystal	Key items / OOPArts	4	1	1
key_white_ystn	Ivory Crystal	Key items / OOPArts	4	1	1
key_green_ystn	Emerald Crystal	Key items / OOPArts	4	1	1
key_fenr_flw	Fruit of Fenrir	Key items / OOPArts	4	1	1
key_y_baggage	Wedding Jewelry	Key items / OOPArts	4	1	1
key_black_flw	Terrorists' Mark	Key items / OOPArts	4	1	1
key_y_diary	Comm Device	Key items / OOPArts	4	1	1
key_osonae	Picture Frame	Key items / OOPArts	4	1	1
key_common_art	Bulb of Hope	Key items / OOPArts	4	1	1
key_rem_ring	Sealed Tablet	Key items / OOPArts	4	1	1
key_f_manual	Service Manual	Key items / OOPArts	4	1	1
key_f_proof	Technician's Note	Key items / OOPArts	4	1	1
key_gowa_wool	Rough Wool	Key items / OOPArts	4	1	1
key_nuku_wool	Thick Wool	Key items / OOPArts	4	1	1
key_moko_wool	Fluffy Wool	Key items / OOPArts	4	1	1
key_access_13	Access Key 13	Key items / OOPArts	4	1	1
key_access_49	Access Key 49	Key items / OOPArts	4	1	1
key_access_50	Access Key 50	Key items / OOPArts	4	1	1
key_access_51	Access Key 51	Key items / OOPArts	4	1	1
key_access_52	Access Key 52	Key items / OOPArts	4	1	1
key_access_la	Top Floor Access Key	Key items / OOPArts	4	1	1
key_para50f	Paradox Agent Type A	Key items / OOPArts	4	1	1
key_para52f	Paradox Agent Type B	Key items / OOPArts	4	1	1
key_paraxxf	Paradox Agent Type C	Key items / OOPArts	4	1	1
key_a_code	Supply Sphere Access Code	Key items / OOPArts	4	1	1
key_casino_prz	Just 1 gil!	Key items / OOPArts	4	1	1
key_casino_dice	Setzer's Dice	Key items / OOPArts	4	1	1
key_chaos_cly	Chaos Crystal	Key items / OOPArts	4	1	1
opt_hmaa_re	'Leaving' Gate Seal	Key items / OOPArts	4	1	1
opt_bjaa_re	'Scars' Gate Seal	Key items / OOPArts	4	1	1
opt_gyaa_re	'Visions' Gate Seal	Key items / OOPArts	4	1	1
opt_ghaa_re	'The Fall' Gate Seal	Key items / OOPArts	4	1	1
opt_gwca_re	'Encounters' Gate Seal	Key items / OOPArts	4	1	1
opt_snda_re	'Farewells' Gate Seal	Key items / OOPArts	4	1	1
opt_gdza_re	'The Calm' Gate Seal	Key items / OOPArts	4	1	1
opt_clza_re	'Prediction' Gate Seal	Key items / OOPArts	4	1	1
opt_acea_re	'Flight' Gate Seal	Key items / OOPArts	4	1	1
opt_aaea_re	'Promises' Gate Seal	Key items / OOPArts	4	1	1
opt_gtca_re	'Facts' Gate Seal	Key items / OOPArts	4	1	1
opt_gtda_re	'Silence' Gate Seal	Key items / OOPArts	4	1	1
opt_ddha_re	'Determination' Gate Seal	Key items / OOPArts	4	1	1
opt_spza_re	'Sisters' Gate Seal	Key items / OOPArts	4	1	1
opt_bjba_re	'Disaster' Gate Seal	Key items / OOPArts	4	1	1
opt_bjda_re	'Labyrinth' Gate Seal	Key items / OOPArts	4	1	1
opt_gyba_re	'Reminiscence' Gate Seal	Key items / OOPArts	4	1	1
opt_gyca_re	'Maleficence' Gate Seal	Key items / OOPArts	4	1	1
opt_gwda_re	'How Things Were' Gate Seal	Key items / OOPArts	4	1	1
opt_gwea_re	'Hometown' Gate Seal	Key items / OOPArts	4	1	1
opt_snea_re	'Thunderstruck' Gate Seal	Key items / OOPArts	4	1	1
opt_vpba_re	'Afterimage' Gate Seal	Key items / OOPArts	4	1	1
opt_vpca_re	'Return' Gate Seal	Key items / OOPArts	4	1	1
opt_csza_re	'Eternity' Gate Seal	Key items / OOPArts	4	1	1
opt_acfa_re	'Final Battle' Gate Seal	Key items / OOPArts	4	1	1
opt_vaza_re	'Hope' Gate Seal	Key items / OOPArts	4	1	1
mcr_k002	Silver Lobo	Monster crystals	5	99	0
mcr_k003	Gorgonopsid	Monster crystals	5	99	0
