m236	Jabberwocky
m241	Numidia
m242	Wladislaus
m243	Lodestar Behemoth
m250	Sacrifice
m253	Cactuar
m254	Tonberry
m255	Metal Gigantuar
m256	Flowering Cactuar
m257	Gigantuar
m260	Crusader
m261	PSICOM Executioner
m270	Nekton
m271	Meonekton
m272	Neuston
m273	Cait Sith
m274	Mutantomato
m275	Miniflan
m276	Nekton
m277	Meonekton
m278	Neuston
m281	Blue Miniflan
m282	Yellow Miniflan
m283	Black Miniflan
m284	Pink Miniflan
m300	Barthandelus
m301	Right Pauldron
m302	Right Ailette
m303	Left Pauldron
m304	Left Ailette
m310	Barthandelus
m320	Barthandelus
m350	Orphan
m351	Orphan
m352	Orphan
m360	Orphan
m370	Orphan
m400	Uridimmu
m401	Adroa
m402	Pulsework Champion
m403	Amam
m404	Rakshasa
m405	Neochu
m406	Gurangatch
m407	Behemoth Emperor
m408	Zirnitra
m409	Verdelet
m410	Edimmu
m411	Mithridates
m412	Rafflesia
m413	Mushussu
m414	Raktavija
m415	Humbaba
m416	Ambling Bellows
m417	Ugallu
m418	Penanggalan
m419	Ectopudding
m420	Gelatitan
m421	Shaolong Gui
m422	Long Gui
m423	Nanochu
m424	Cryptos
m430	Luminous Puma
m431	Gytrash
m432	Seeping Brie
m433	Albino Lobo
m434	Flandit
m435	Garganzola
m436	Flangonzola
m437	Fencer
m438	Yeoman
m439	Fasan Velocycle
m440	Ibis Velocycle
m441	Gandayaks
m442	Gahongas
m443	Clematis
m444	Necrosis
m445	Koboldroid Yin
m446	Koboldroid Yang
m447	Buccaboo
m448	Gancanagh
m449	Buccaboo Ace
m450	Gancanagh Ace
m451	Sahagin Prince
m452	Cloudburst
m453	Tempest
m454	Debris
m455	Reaver
m456	Zaghnal
m457	Narasimha
m458	Vodianoi
m459	Samovira
m460	Shaguma
m461	Haguma
m462	Dendrobium
m463	Mandrake
m464	Security Watchguard
m465	Security Patroller
m485	Security Escort
m486	Security Ranger
m490	Mewmao
m491	Schrodinger
m492	Forked Cat
m493	Clione
m494	Pleuston
m495	Chelicerata
m496	Pantopoda
m600	Vaballathus
m640	Bamapama
m641	Mimi
m642	Fachan
m643	Unsaganashi
m644	Amanojaku
m645	Notsugo
m646	Vouivre
m647	Kanna Kamuy
m648	Fafnir
m649	Deathgaze
m650	Moblin
m651	Major Moblin
m652	Swampmonk
m653	Apkallu
m654	Oannes
m655	Glyptodon
m656	Bunkerbeast
m657	Calautidon
m658	Indigo Shot
m659	White Balsam
m660	Sarracenia
m661	Spiranthes
m662	Caterchipillar
m663	Exoray
m664	Dragoon
m665	Spiceacilian
m666	Tabasco Toad
m667	Pitterpatter
m668	Chunerpeton
m669	Crested Bullfrog
m670	Crowned Frog
m671	Battledrone
m672	Testudo
m673	Scutari
m674	Sagarmatha
m675	Dhaulagiri
m676	Mochu
m677	Chichu
m678	Xolotl
m679	Miquiztli
m680	Itzlacoliuhque
m681	Tezcatlipoca
m682	Metallicactuar
m683	Cactuaroni
m684	Cactuarama
m685	Cactuarina
m686	Don Tonberry
m687	Cocytus
m688	Yomi
m689	Malebranche
m690	Ispusteke
m691	Fomoire
m692	Ereshkigal
m693	Namtar
m694	Aloeidai
m700	Gogmagog
m710	Faeryl
m720	Pacos Amethyst
m721	Pacos Luvulite
m730	Odin
m735	Light Bahamut
m740	Chaos Bahamut
m745	Caius Ballad
m750	Royal Ripeness
m770	Grendel
m790	Valfodr
m800	Jet Bahamut
m801	Garnet Bahamut
m802	Amber Bahamut
m810	Proto fal'Cie Adam
m811	Right Manipulator
m812	Left Manipulator
m850	Azure Behemoth
m851	Apotamkin
m852	Illuyankas
m853	Grenade
m854	Wardrone
m855	Nightblade Puma
m856	Lancer
m857	Security Commander
m858	Security Soldier
m859	Pisaca
m860	Mictlantecuhtli
m861	Pink Lily
m862	Akupara
m863	Chaochu
m864	Takshaka
m865	Golden Chocobo
m866	Silver Chocobo
m867	White Chocobo
m868	Black Chocobo
m869	Blue Chocobo
m870	Red Chocobo
m871	Green Chocobo
m872	Purple Chocobo
m882	Chocobo
m890	Snow
m895	Twilight Odin
m950	Unused / unnamed monster 950
m951	Unused / unnamed monster 951
m952	Unused / unnamed monster 952
m953	Unused / unnamed monster 953
m954	Unused / unnamed monster 954
m959	Unused / unnamed monster 959
m961	Unused / unnamed monster 961
m962	Unused / unnamed monster 962
m969	Unused / unnamed monster 969
m971	Unused / unnamed monster 971
m973	Unused / unnamed monster 973
m974	Unused / unnamed monster 974
